,DateString,Open,High,Low,Close,Volume,Turnover,Unadjusted Close,Dividend,Symbol,SwHL,Peak,Consol_Detected,Consol_LHS_Price,Consol_Len_Bars,Consol_Depth_Percent,Close_21_bar_ema,Close_50_bar_sma,Close_150_bar_sma,Close_200_bar_sma,RSL,RSL_NH,DayOfWeek,RS,RS_New_High,52_week_low,52_week_high,Stage 2
29,2023-05-04,44.09861,44.21613,43.173157,43.266193,3624702.5,157857920.0,44.18,0.0,DELL,-1,0,False,0.0,0,0.0,41.72699696071015,,,,0.010653497,False,3,100,True,,,False
30,2023-05-05,43.81461,44.847786,43.687298,44.451164,3777798.0,167903470.0,45.39,0.0,DELL,0,0,False,0.0,0,0.0,41.97464853206427,,,,0.0107467305,False,4,100,True,,,False
31,2023-05-08,44.578476,45.22972,44.235714,45.068134,3970118.0,178301010.0,46.02,0.0,DELL,0,0,False,0.0,0,0.0,42.25587451168219,,,,0.010890968,False,0,100,True,,,False
32,2023-05-09,45.136684,45.259098,44.32875,45.02896,3288633.2,147886960.0,45.98,0.0,DELL,0,0,False,0.0,0,0.0,42.507973299860225,,,,0.010931562,False,1,100,True,,,False
33,2023-05-10,45.459858,45.596966,44.505028,44.882065,3126860.2,140553380.0,45.83,0.0,DELL,1,1,False,0.0,0,0.0,42.72379980163074,,,,0.010847261,False,2,100,True,,,False
34,2023-05-11,44.676407,44.764545,43.559986,43.775436,3816409.8,167876780.0,44.7,0.0,DELL,0,0,False,0.0,0,0.0,42.81940312887951,,,,0.010597788,False,3,100,True,,,False
35,2023-05-12,43.795025,43.873367,43.27598,43.834194,2447905.0,106764230.0,44.76,0.0,DELL,-1,0,False,0.0,0,0.0,42.91165686110406,,,,0.010628842,False,4,100,True,,,False
36,2023-05-15,43.873367,44.06433,43.52571,44.00068,3059644.0,134250960.0,44.93,0.0,DELL,0,0,False,0.0,0,0.0,43.01065887519581,,,,0.0106377425,False,0,100,True,,,False
37,2023-05-16,43.91254,45.175858,43.750954,44.441372,3992799.0,178029650.0,45.38,0.0,DELL,0,0,False,0.0,0,0.0,43.140723697243885,,,,0.010813249,False,1,100,True,,,False
38,2023-05-17,44.852684,45.215027,44.304268,44.90165,2455382.5,110179550.0,45.85,0.0,DELL,0,0,False,0.0,0,0.0,43.30080785886695,,,,0.010796858,False,2,100,True,,,False
39,2023-05-18,44.823303,46.33145,44.705788,46.14538,4006305.5,183405520.0,47.12,0.0,DELL,0,0,False,0.0,0,0.0,43.5594051546784,,,,0.010992099,False,3,100,True,,,False
40,2023-05-19,46.380417,47.19325,46.380417,46.762352,5218993.5,244249170.0,47.75,0.0,DELL,1,1,False,0.0,0,0.0,43.850582139684555,,,,0.011155195,False,4,100,True,,,False
41,2023-05-22,45.783035,46.948418,45.410892,46.556694,3885955.2,180307570.0,47.54,0.0,DELL,0,0,False,0.0,0,0.0,44.09659231160066,,,,0.011104413,False,0,100,True,,,False
42,2023-05-23,46.360832,46.61545,45.381516,45.391308,4228519.5,194128660.0,46.35,0.0,DELL,0,0,False,0.0,0,0.0,44.21429372243792,,,,0.010949326,False,1,100,True,,,False
43,2023-05-24,45.107307,45.107307,44.31406,44.960407,3298956.8,147559340.0,45.91,0.0,DELL,-1,0,False,0.0,0,0.0,44.28212222558721,,,,0.010925342,False,2,100,True,,,False
44,2023-05-25,45.832,47.32056,45.592068,47.085526,4167935.5,194106530.0,48.08,0.0,DELL,0,0,False,0.0,0,0.0,44.536977069869764,,,,0.011342412,False,3,100,True,,,False
45,2023-05-26,47.15408,47.545803,46.497936,47.50663,4387869.5,207107470.0,48.51,0.0,DELL,0,0,False,0.0,0,0.0,44.80694551295866,,,,0.011296444,False,4,100,True,,,False
46,2023-05-30,47.78084,48.084427,46.194344,46.341244,5579832.0,261570860.0,47.32,0.0,DELL,1,1,False,0.0,0,0.0,44.946427170316646,,,,0.011019147,False,1,100,True,,,False
47,2023-05-31,45.02896,45.215027,43.53061,43.883163,10147333.0,449422080.0,44.81,0.0,DELL,-1,-1,False,0.0,0,0.0,44.849766832301356,,,,0.010498791,False,2,100,True,,,False
48,2023-06-01,44.074127,46.51752,43.78523,44.519714,14763638.0,662930500.0,45.46,0.0,DELL,0,0,False,0.0,0,0.0,44.81976206168021,,,,0.010547146,False,3,100,True,,,False
49,2023-06-02,44.558887,46.85519,44.431576,46.29228,8081899.0,372139740.0,47.27,0.0,DELL,1,0,False,0.0,0,0.0,44.95362717332699,42.53165069580078,,,0.010809966,False,4,100,True,,,False
50,2023-06-05,46.282482,46.595867,44.363026,44.539303,6490601.0,291371330.0,45.48,0.0,DELL,0,0,False,0.0,0,0.0,44.91596132356342,42.6880396270752,,,0.0104215,False,0,100,True,,,False
51,2023-06-06,44.441372,46.10621,44.22592,45.880962,5581650.5,254897150.0,46.85,0.0,DELL,-1,0,False,0.0,0,0.0,45.00368869158731,42.87980575561524,,,0.010710216,False,1,100,True,,,False
52,2023-06-07,45.89076,46.79075,45.80262,46.674213,4182468.2,194416740.0,47.66,0.0,DELL,0,0,False,0.0,0,0.0,45.15555457502698,43.07559181213379,,,0.010937082,False,2,100,True,,,False
53,2023-06-08,46.997387,47.10511,46.22373,46.899452,4060271.8,189856720.0,47.89,0.0,DELL,0,0,False,0.0,0,0.0,45.314090723612956,43.2696688079834,,,0.010922267,False,3,100,True,,,False
